,UserID,Rew_Subgroup,Category,Phase,Reward_Category,CR,DP,MA,RT,RB,HR,FA
2,5c5da3b159ec1d0001fe5606,Reward_Animals,Animal,Ph2,High Reward,0.7916666666666666,3.231195541027688,0.6875,2768.943750000006,0.1163223733623151,0.875,0.08333333333333333
3,5c5da3b159ec1d0001fe5606,Reward_Animals,Object,Ph2,Low Reward,0.8333333333333334,3.61115515828612,0.6875,2638.112500000003,0.2906575078731186,0.875,0.041666666666666664
4,5c5da3b159ec1d0001fe5606,Reward_Animals,Animal,Ph3,High Reward,0.8541666666666666,3.6501659430052786,0.375,2508.78125,-0.07556320862595411,0.9375,0.08333333333333333
5,5c5da3b159ec1d0001fe5606,Reward_Animals,Object,Ph3,Low Reward,0.8958333333333334,4.044869299053787,0.4375,2441.987499999974,0.0987719258848494,0.9375,0.041666666666666664
0,5c8fa6cbf476780017bdd541,Reward_Animals,Animal,Ph1,High Reward,0.7291666666666666,2.8853203837475565,0.5,1874.9799999992053,-0.047938464302977546,0.875,0.14583333333333334
1,5c8fa6cbf476780017bdd541,Reward_Animals,Object,Ph1,Low Reward,0.6875,3.5371976331508588,0.75,1821.8999999994412,0.9187857314630856,0.6875,0.0
2,5c8fa6cbf476780017bdd541,Reward_Animals,Animal,Ph2,High Reward,0.47916666666666663,2.0442625858619854,0.6875,1002.9812500011176,0.3679165439028388,0.625,0.14583333333333334
3,5c8fa6cbf476780017bdd541,Reward_Animals,Object,Ph2,Low Reward,0.5,3.011983222826613,0.5625,1166.5437499983236,1.1631739370204204,0.5,0.0
4,5c8fa6cbf476780017bdd541,Reward_Animals,Animal,Ph3,High Reward,0.5416666666666666,2.2146482371291523,0.5625,1067.1562500009313,0.28284802032769163,0.6875,0.14583333333333334
5,5c8fa6cbf476780017bdd541,Reward_Animals,Object,Ph3,Low Reward,0.3125,2.510096482970311,0.625,1110.1624999996275,1.4075621425777551,0.3125,0.0
0,5f4822c87200c92c9ef20bb1,Reward_Objects,Object,Ph1,High Reward,0.9583333333333334,4.979961465522118,1.0,2374.27499999851,-0.29734173895929783,1.0,0.041666666666666664
1,5f4822c87200c92c9ef20bb1,Reward_Objects,Animal,Ph1,Low Reward,0.7916666666666666,3.657812829903093,1.0,1517.3812500089407,0.5748437863412561,0.8125,0.020833333333333332
2,5f4822c87200c92c9ef20bb1,Reward_Objects,Object,Ph2,High Reward,0.8958333333333334,4.044869299053787,0.75,3312.319999996821,0.0987719258848494,0.9375,0.041666666666666664
3,5f4822c87200c92c9ef20bb1,Reward_Objects,Animal,Ph2,Low Reward,0.9166666666666666,4.399883569767383,1.0,1843.4562499895692,0.251356793674421,0.9375,0.020833333333333332
4,5f4822c87200c92c9ef20bb1,Reward_Objects,Object,Ph3,High Reward,0.8333333333333334,3.61115515828612,0.8125,2610.9687499962747,0.2906575078731186,0.875,0.041666666666666664
5,5f4822c87200c92c9ef20bb1,Reward_Objects,Animal,Ph3,Low Reward,0.6666666666666666,3.2229233822629038,0.9375,1794.1874999925494,0.7740288602933594,0.6875,0.020833333333333332
0,5f6674b8ff4a11134f4ff972,Reward_Objects,Object,Ph1,High Reward,0.75,3.1119408600386946,0.5625,2159.050000000745,0.32348699266683517,0.8125,0.0625
1,5f6674b8ff4a11134f4ff972,Reward_Objects,Animal,Ph1,Low Reward,0.7916666666666666,3.657812829903093,0.5,2564.362499999348,0.5748437863412561,0.8125,0.020833333333333332
2,5f6674b8ff4a11134f4ff972,Reward_Objects,Object,Ph2,High Reward,0.75,3.1119408600386946,0.625,2081.8399999996027,0.32348699266683517,0.8125,0.0625
3,5f6674b8ff4a11134f4ff972,Reward_Objects,Animal,Ph2,Low Reward,0.7291666666666666,3.4234309302522323,0.5,1882.7562499996275,0.6811721907526533,0.75,0.020833333333333332
4,5f6674b8ff4a11134f4ff972,Reward_Objects,Object,Ph3,High Reward,0.375,2.04797266212478,0.375,1536.012500002049,0.8457156144813585,0.4375,0.0625
5,5f6674b8ff4a11134f4ff972,Reward_Objects,Animal,Ph3,Low Reward,0.9791666666666666,5.348801726207068,0.5625,1564.362500000745,-0.14475687116972624,1.0,0.020833333333333332
0,602114dd0ba5fa02d3b042ee,Reward_Animals,Animal,Ph1,High Reward,0.41666666666666663,1.881741010082215,0.375,1562.1000000014901,0.448580883579941,0.5625,0.14583333333333334
1,602114dd0ba5fa02d3b042ee,Reward_Animals,Object,Ph1,Low Reward,0.41666666666666663,1.881741010082215,0.5625,1658.6750000016764,0.448580883579941,0.5625,0.14583333333333334
2,602114dd0ba5fa02d3b042ee,Reward_Animals,Animal,Ph2,High Reward,0.22916666666666666,1.3821803238249768,0.5625,1733.7874999986961,0.686555907867214,0.375,0.14583333333333334
3,602114dd0ba5fa02d3b042ee,Reward_Animals,Object,Ph2,Low Reward,0.10416666666666666,0.9509725275146146,0.375,1425.9937500022352,0.8644811009830673,0.25,0.14583333333333334
4,602114dd0ba5fa02d3b042ee,Reward_Animals,Animal,Ph3,High Reward,0.16666666666666666,1.1868854313537291,0.625,1057.4933333327374,0.7716244314423611,0.3125,0.14583333333333334
5,602114dd0ba5fa02d3b042ee,Reward_Animals,Object,Ph3,Low Reward,0.22916666666666666,1.3821803238249768,0.3125,1190.4800000011921,0.686555907867214,0.375,0.14583333333333334
0,5e9d6cc45c16f00273b05f93,Reward_Objects,Object,Ph1,High Reward,0.4166666666666667,2.552488404877615,0.5,1791.931249987334,1.0970724081557794,0.4375,0.020833333333333332
1,5e9d6cc45c16f00273b05f93,Reward_Objects,Animal,Ph1,Low Reward,0.5833333333333334,2.4188132966900384,0.375,1989.981250014156,0.3846925749742136,0.6875,0.10416666666666667
2,5e9d6cc45c16f00273b05f93,Reward_Objects,Object,Ph2,High Reward,0.2916666666666667,2.219460519777992,0.375,2018.1812499910593,1.262805271408029,0.3125,0.020833333333333332
3,5e9d6cc45c16f00273b05f93,Reward_Objects,Animal,Ph2,Low Reward,0.5833333333333334,2.4188132966900384,0.5,2120.65625,0.3846925749742136,0.6875,0.10416666666666667
4,5e9d6cc45c16f00273b05f93,Reward_Objects,Object,Ph3,High Reward,0.3541666666666667,2.3899365506116097,0.4375,1729.3812499903142,1.1777367478328817,0.375,0.020833333333333332
5,5e9d6cc45c16f00273b05f93,Reward_Objects,Animal,Ph3,Low Reward,0.4583333333333333,2.08673488096984,0.5,1688.0875000022352,0.5504254382264631,0.5625,0.10416666666666667
0,6015398cea15975c862ff71f,Reward_Objects,Object,Ph1,High Reward,0.5208333333333334,2.1275255534810813,0.375,1276.643750011921,0.23932257749351576,0.6875,0.16666666666666666
1,6015398cea15975c862ff71f,Reward_Objects,Animal,Ph1,Low Reward,0.1875,1.076813135912484,0.4375,1310.8999999836087,-0.08066433967710222,0.625,0.4375
2,6015398cea15975c862ff71f,Reward_Objects,Object,Ph2,High Reward,0.45833333333333337,1.9567583216279376,0.5,1549.433333349228,0.324391101068663,0.625,0.16666666666666666
3,6015398cea15975c862ff71f,Reward_Objects,Animal,Ph2,Low Reward,0.4375,1.9785048828456575,0.5,1596.0437499955297,-0.49651934788291857,0.875,0.4375
4,6015398cea15975c862ff71f,Reward_Objects,Object,Ph3,High Reward,0.5833333333333334,2.3134271054551028,0.25,1289.3374999985099,0.14646590795280967,0.75,0.16666666666666666
5,6015398cea15975c862ff71f,Reward_Objects,Animal,Ph3,Low Reward,0.3125,1.4870263843998484,0.5,1328.3875000029802,-0.2585895327929555,0.75,0.4375
0,5a8458e9f49c9a0001f37f03,Reward_Objects,Object,Ph1,High Reward,0.625,3.351364749851486,0.375,2680.3333333333335,1.0038542550382328,0.625,0.0
1,5a8458e9f49c9a0001f37f03,Reward_Objects,Animal,Ph1,Low Reward,0.7083333333333334,3.0959630131983973,0.375,2532.4375,0.5285873229630818,0.75,0.041666666666666664
2,5a8458e9f49c9a0001f37f03,Reward_Objects,Object,Ph2,High Reward,0.625,3.351364749851486,0.6875,2669.125,1.0038542550382328,0.625,0.0
3,5a8458e9f49c9a0001f37f03,Reward_Objects,Animal,Ph2,Low Reward,0.8333333333333334,3.61115515828612,0.375,2315.4375,0.2906575078731186,0.875,0.041666666666666664
4,5a8458e9f49c9a0001f37f03,Reward_Objects,Object,Ph3,High Reward,0.5625,3.1781604742877407,0.5625,1817.5333333333333,1.084518594715335,0.5625,0.0
5,5a8458e9f49c9a0001f37f03,Reward_Objects,Animal,Ph3,Low Reward,0.7083333333333334,3.0959630131983973,0.4375,2479.75,0.5285873229630818,0.75,0.041666666666666664
0,5a5f8c02acc75b00017ab214,Reward_Objects,Object,Ph1,High Reward,0.04166666666666666,0.6149908726463342,0.5625,1050.6625000014901,0.9708095053944643,0.1875,0.14583333333333334
1,5a5f8c02acc75b00017ab214,Reward_Objects,Animal,Ph1,Low Reward,0.4122340425531915,1.7837887887390256,0.375,752.5333333333333,0.23911068743116934,0.625,0.2127659574468085
2,5a5f8c02acc75b00017ab214,Reward_Objects,Object,Ph2,High Reward,0.29166666666666663,1.556870454904327,0.625,772.618750013411,0.6058915681901117,0.4375,0.14583333333333334
3,5a5f8c02acc75b00017ab214,Reward_Objects,Animal,Ph2,Low Reward,0.3497340425531915,1.6169551451212707,0.625,789.6562500074506,0.31977502710827155,0.5625,0.2127659574468085
4,5a5f8c02acc75b00017ab214,Reward_Objects,Object,Ph3,High Reward,-0.020833333333333343,-0.46152273502876984,0.3125,909.3066666642825,1.1024109160730302,0.125,0.14583333333333334
5,5a5f8c02acc75b00017ab214,Reward_Objects,Animal,Ph3,Low Reward,0.2247340425531915,1.2734439315891548,0.375,686.7874999903142,0.4770857117184423,0.4375,0.2127659574468085
0,59efd2b3d838ae000185123a,Reward_Animals,Animal,Ph1,High Reward,0.4122340425531915,1.7837887887390256,0.1875,1430.418750000419,0.23911068743116934,0.625,0.2127659574468085
1,59efd2b3d838ae000185123a,Reward_Animals,Object,Ph1,Low Reward,0.5208333333333334,2.2482269886825565,0.625,1464.875,0.46976109854936077,0.625,0.10416666666666667
2,59efd2b3d838ae000185123a,Reward_Animals,Animal,Ph2,High Reward,0.6622340425531915,2.6211040001595403,0.4375,1657.4749999991618,-0.17674432077464702,0.875,0.2127659574468085
3,59efd2b3d838ae000185123a,Reward_Animals,Object,Ph2,Low Reward,0.6458333333333334,2.606320996825239,0.6875,1602.581249999581,0.2918359054335075,0.75,0.10416666666666667
