UserID,Condition,Value
6158a393006089c341aea029,Rewarded Category,Animal
6158a393006089c341aea029,End Survey,"{""Q0"":""very, i could definitely remember most but not certain on others"",""Q1"":""relating to things i liked or had "",""Q2"":""2""}"
615d916c78c5a25a39a73a68,Overall PC,0.726890756302521
615d916c78c5a25a39a73a68,Bonus,5
615d916c78c5a25a39a73a68,Rew Match Accuracy,0.9
615d916c78c5a25a39a73a68,Unrew Match Accuracy,0.8666666666666667
615d916c78c5a25a39a73a68,CR Overall,0.4516949152542372
615d916c78c5a25a39a73a68,CR Overall Rew,0.37457627118644066
615d916c78c5a25a39a73a68,CR Overall Unrew,0.5288135593220338
615d916c78c5a25a39a73a68,CR Ph1 Rew,0.3137931034482758
615d916c78c5a25a39a73a68,CR Ph1 Unrew,0.4551724137931034
615d916c78c5a25a39a73a68,CR Ph2 Rew,0.43333333333333335
615d916c78c5a25a39a73a68,CR Ph2 Unrew,0.6000000000000001
615d916c78c5a25a39a73a68,DP Overall,1.9649258795777735
615d916c78c5a25a39a73a68,DP Overall Rew,1.8878134240876248
615d916c78c5a25a39a73a68,DP Overall Unrew,2.122170744031899
615d916c78c5a25a39a73a68,DP Ph1 Rew,1.7307075569817663
615d916c78c5a25a39a73a68,DP Ph1 Unrew,1.911240037452953
615d916c78c5a25a39a73a68,DP Ph2 Rew,2.0363266864105656
615d916c78c5a25a39a73a68,DP Ph2 Unrew,2.3548600648214664
615d916c78c5a25a39a73a68,Memory Test RT,1775.0693277309358
615d916c78c5a25a39a73a68,Memory Certainty Count,"0.0      50
12.0     18
24.0     20
36.0      2
48.0    127
60.0     13
72.0      8
Name: response, dtype: int64"
615d916c78c5a25a39a73a68,Memory Certainty Count Correct,"0.0     45
12.0    14
24.0    12
48.0    84
60.0    10
72.0     8
Name: response, dtype: int64"
615d916c78c5a25a39a73a68,Rewarded Category,Object
615d916c78c5a25a39a73a68,End Survey,"{""Q0"":""quite aurprised"",""Q1"":""just trying to recall what i had seen yesterday"",""Q2"":""3""}"
61660b70796d9c72e859cd1c,Overall PC,0.9208333333333333
61660b70796d9c72e859cd1c,Bonus,5.25
61660b70796d9c72e859cd1c,Rew Match Accuracy,0.9333333333333333
61660b70796d9c72e859cd1c,Unrew Match Accuracy,0.9666666666666667
61660b70796d9c72e859cd1c,CR Overall,0.8416666666666667
61660b70796d9c72e859cd1c,CR Overall Rew,0.8166666666666667
